"Provincia";"CdMun";"Municipio";"Extensión superficial. 2015";"Altitud sobre el nivel del mar. 2015";"Número de núcleos que componen el municipio. 2014";"Perímetro. 2015";"Coordenadas del núcleo principal. 2015";"Población total. 2014";"Población. Hombres. 2014";"Población. Mujeres. 2014";"Población en núcleos. 2014";"Población en diseminados. 2014";"Porcentaje de población menor de 20 años. 2016";"Porcentaje de población mayor de 65 años. 2014";"Incremento relativo de la población en diez años. 2014";"Número de extranjeros. 2014";"Principal procedencia de los extranjeros residentes. 2014";"Porcentaje que representa respecto total de extranjeros. 2014";"Emigraciones. 2013";"Inmigraciones. 2013";"Nacidos vivos por residencia materna. 2013";"Defunciones por lugar de residencia. 2013";"Matrimonios de distinto sexo por lugar donde fijan la residencia. 2013";"Centros de educación de adultos. 2012";"Bibliotecas públicas. 2012";"Centros de salud. 2012";"Consultorios. 2012";"Viviendas familiares principales. 2011";"Viviendas destinadas a alquiler. 2012";"Viviendas destinadas a la venta. 2012";"Viviendas rehabilitadas. 2012";"Transacciones inmobiliarias. 2013";"Número de pantallas de cine. 2014";"Centros en los que se imparte Educación Infantil. 2012";"Centros en los que se imparte Educación Primaria. 2012";"Centros en los que se imparte Enseñanza Secundaria Obligatoria. 2012";"Centros en los que se imparte Bachillerato. 2012";"Centros  en los que se imparten Ciclos Formativos de Grado Medio. 2012";"Centros  en los que se imparten Ciclos Formativos de Grado Superior. 2012";"Superficie dedicada a cultivos herbáceos. 2013";"Principal cultivo herbáceo de regadío. 2013";"Principal cultivo herbáceo de regadío: Has. 2013";"Principal cultivo herbáceo de secano. 2013";"Principal cultivo herbáceo de secano: Has. 2013";"Superficie dedicada a cultivos leñosos. 2013";"Principal cultivo leñoso de regadío. 2013";"Principal cultivo leñoso de regadío: Has. 2013";"Principal cultivo leñoso de secano. 2013";"Principal cultivo leñoso de secano: Has. 2013";"Sin empleo conocido. 2013";"Hasta 5 asalariados. 2013";"Entre 6 y 19 asalariados. 2013";"De 20 y más asalariados. 2013";"Total establecimientos. 2013";"Vehículos turismos. 2013";"Autorizaciones de transporte: taxis. 2013";"Autorizaciones de transporte: mercancías. 2013";"Autorizaciones de transporte: viajeros. 2013";"Vehiculos matriculados. 2014";"Vehiculos turismos matriculados. 2014";"Hoteles. 2013";"Hostales y pensiones. 2013";"Plazas en hoteles. 2013";"Plazas en hostales y pensiones. 2013";"Actividad 1. 2013";"Actividad 2. 2013";"Actividad 3. 2013";"Actividad 4. 2013";"Actividad 5. 2013";"Inversiones realizadas en nuevas industrias. 2012";"Oficinas bancarias. 2013";"Consumo de energía eléctrica (Endesa). 2013";"Consumo de energía eléctrica residencial (Endesa). 2013";"Líneas telefónicas. 2013";"Líneas ADSL en servicio. 2013";"Paro registrado. Mujeres. 2013";"Paro registrado. Hombres. 2013";"Paro registrado. Extranjeros. 2013";"Contratos registrados. Mujeres. 2013";"Contratos registrados. Hombres. 2013";"Contratos registrados. Indefinidos. 2013";"Contratos registrados.Temporales. 2013";"Contratos registrados. Extranjeros. 2013";"Trabajadores eventuales agrarios subsidiados. Mujeres. 2013";"Trabajadores eventuales agrarios subsidiados. Hombres. 2013";"Presupuesto liquidado de ingresos. 2013";"Presupuesto liquidado de gastos. 2013";"Ingresos por habitante. 2013";"Gastos por habitante. 2013";"IBI de naturaleza urbana. Número de recibos. 2013";"IBI de naturaleza rústica. Número titulares catastrales. 2014";"Número de parcelas catastrales: Solares. 2013";"Número de parcelas catastrales: Parcelas edificadas. 2013";"Número de declaraciones. 2012";"Rentas del trabajo. 2012";"Rentas netas de actividades económicas en estimación directa. 2012";"Rentas netas de actividades económicas en estimación objetiva. 2012";"Otro tipo de rentas. 2012";"Renta neta media declarada. 2012";"Situaciones de alta en actividades empresariales. 2013";"Situaciones de alta en actividades profesionales. 2013";"Situaciones de alta en actividades artísticas. 2013"
"Granada";"18188";"Villanueva Mesía ";11,2;495;1;17692,55;"37.214846,-4.01319";2045;1027;1018;1963;82;20,54;18,83;-2,2;45;"Ecuador";31,11;71;33;16;8;2;0;1;0;1;808;0;0;6;9;0;2;1;1;0;0;0;325;"Alfalfa ";19;"Espárrago ";119;614;"Olivar aceituna de aceite ";139;"Olivar aceituna de aceite ";471;78;26;6;1;111;968;1;27;1;27;20;0;1;0;48;"Sección G: 34 establecimientos";"Sección F: 22 establecimientos";"Sección C: 10 establecimientos";"Sección I: 10 establecimientos";"Sección L: 9 establecimientos";188636;2;5533;3003;687;270;55;85;3;595;989;42;1542;38;87;42;807815,63;691201,69;822,62;486,08;1343;450;307;850;833;5371907,73;367970,39;648117,02;229765,24;7944,49;163;9;0
"Granada";"18189";"Víznar ";13;1079;1;22395,97;"37.233805,-3.55228";991;499;492;941;50;21,7;14,33;29,04;58;"Bolivia";31,03;42;33;10;5;1;0;0;0;1;355;0;0;0;2;0;1;1;0;0;0;0;18;"Alfalfa ";5;"Avena ";1;179;"Olivar aceituna de aceite ";40;"Olivar aceituna de aceite ";134;29;21;4;0;54;493;1;6;1;15;10;0;0;0;0;"Sección F: 14 establecimientos";"Sección G: 12 establecimientos";"Sección I: 8 establecimientos";"Sección C: 6 establecimientos";"Sección H: 4 establecimientos";0;0;2005;1323;487;209;39;49;10;37;121;16;142;5;0;0;2253503,11;1972364,1;1138,13;1387,04;800;394;237;530;316;5160958,64;225390,2;117803,35;106981,92;17756,75;58;7;0
"Granada";"18192";"Zafarraya ";57,9;894;2;33633,42;"36.974529,-4.14518";2023;1086;937;1957;66;17,8;19,18;-8,13;331;"Marruecos";84,29;104;105;16;15;3;0;1;0;1;867;0;0;0;5;0;2;1;1;0;0;0;2096;"Tomate ";503;"Trigo ";70;54;"Higuera";1;"Almendro";34;75;43;8;0;126;1324;0;91;0;30;12;0;0;0;0;"Sección G: 43 establecimientos";"Sección H: 14 establecimientos";"Sección F: 12 establecimientos";"Sección I: 12 establecimientos";"Sección C: 10 establecimientos";0;2;6316;2786;782;325;63;127;81;1619;2755;21;4353;1591;85;68;10948634,99;9707020,82;588,79;6826,32;1572;1312;268;1104;1105;5131503,35;665482,21;2219847,28;284332,41;7512,37;172;16;0
"Granada";"18913";"Zagra ";11,3;685;1;16932,01;"37.255493,-4.16950";898;455;443;879;19;15,92;24,83;-17,92;22;"Reino Unido";40,91;16;17;7;10;3;0;0;0;1;361;0;0;0;3;0;2;1;1;0;0;0;63;"Avena ";6;"Avena ";12;858;"Olivar aceituna de aceite ";18;"Olivar aceituna de aceite ";840;31;16;3;1;51;439;1;3;2;4;4;0;0;0;0;"Sección G: 14 establecimientos";"Sección C: 7 establecimientos";"Sección I: 7 establecimientos";"Sección H: 5 establecimientos";"Sección K: 4 establecimientos";0;2;1819;1179;384;138;23;21;1;398;1210;0;1608;161;46;41;566013,57;499243,73;703,12;351,09;652;691;73;563;448;2161294,1;275141,34;574777;109922,58;6966,82;61;5;1
"Granada";"18193";"Zubia (La) ";20,1;745;3;23835,41;"37.118941,-3.58352";18574;9100;9474;18514;60;24,79;11,12;21,3;665;"Marruecos";15,19;955;901;187;126;74;0;1;1;0;6585;5;0;0;182;6;6;3;2;1;2;1;121;"Maíz ";12;"Girasol ";25;137;"Olivar aceituna de aceite ";52;"Almendro";44;597;317;39;23;976;8472;4;136;31;320;203;2;0;39;0;"Sección G: 291 establecimientos";"Sección F: 136 establecimientos";"Sección M: 124 establecimientos";"Sección I: 69 establecimientos";"Sección H: 52 establecimientos";0;10;46229;33597;6347;2723;1208;1130;89;1279;1085;138;2226;164;16;4;3345042,3;2955563,1;1141,65;2078,46;15871;1123;1812;4924;7450;110790023,17;5008831,09;2588082,2;4478569,02;16492,01;1226;280;10
"Granada";"18194";"Zújar ";102,1;767;1;62626,31;"37.541212,-2.83944";2825;1455;1370;2683;142;17,45;23,12;4,51;280;"Rumanía";57,5;198;100;16;40;8;0;0;0;1;1097;0;0;0;15;0;2;1;1;0;0;0;301;"Tomate ";90;"Cebada ";121;2311;"Olivar aceituna de aceite ";1032;"Almendro";1233;95;44;6;1;146;"-";1;32;1;35;24;1;1;40;22;"Sección G: 43 establecimientos";"Sección F: 21 establecimientos";"Sección C: 17 establecimientos";"Sección I: 17 establecimientos";"Sección D: 10 establecimientos";0;2;91580;4145;787;316;92;145;21;1312;1512;12;1983;549;115;31;924723,83;881190,31;1286,12;619,68;2651;2183;596;1766;1200;7349624,12;818616,97;1754516,17;558883,98;8734,7;217;15;0
"Huelva";"21001";"Alájar ";41,5;578;4;33080,07;"37.873293,-6.66383";798;409;389;719;79;19,17;17,42;6,4;39;"Alemania";23,08;32;40;8;7;4;0;1;0;1;301;0;0;8;2;0;1;1;1;0;0;0;6;"Patata media estación";2;"-";0;89;"Peral";2;"Olivar aceituna de aceite ";76;31;13;3;1;48;359;0;6;0;8;7;1;0;15;0;"Sección G: 18 establecimientos";"Sección I: 12 establecimientos";"Sección C: 3 establecimientos";"Sección L: 3 establecimientos";"Sección F: 2 establecimientos";0;1;1597;1079;180;52;65;68;6;133;225;5;353;19;8;7;16131397,07;14642733,93;827,59;10297,28;719;495;33;647;239;1583081,93;-39072,61;221303,76;78276,67;7713,76;53;3;0
"Huelva";"21002";"Aljaraque ";33,8;31;4;27118,2;"37.267018,-7.02108";19857;9906;9951;19151;706;26,26;8,24;41,23;435;"Rumanía";19,54;664;715;242;78;63;0;2;1;2;6627;3;0;2;93;0;11;6;4;3;1;0;140;"Fresa y fresón ";5;"Triticale ";62;222;"Naranjo ";85;"Olivar aceituna de aceite ";10;514;228;43;17;802;9550;5;100;5;393;309;0;2;0;65;"Sección G: 195 establecimientos";"Sección M: 124 establecimientos";"Sección I: 84 establecimientos";"Sección L: 63 establecimientos";"Sección F: 59 establecimientos";10399020;7;47779;28775;6341;3305;1241;1009;65;1116;1713;140;2689;599;29;2;2685926,93;1528239,1;3171,11;1074,71;10574;878;1502;3763;8601;167947326,13;6773391,15;2586560,07;4478385,75;21135,41;1115;277;6
"Huelva";"21003";"Almendro (El) ";170,6;232;1;84860,39;"37.507280,-7.26963";846;446;400;817;29;15,37;19,98;1,44;53;"Rumanía";37,74;18;29;9;8;1;0;0;0;1;359;0;0;5;4;0;0;0;0;0;0;0;444;"Pimiento ";2;"Cereales de invierno para forrajes";284;796;"Olivar aceituna de aceite ";172;"Olivar aceituna de aceite ";453;27;10;2;0;39;357;1;3;1;6;6;0;1;0;22;"Sección G: 14 establecimientos";"Sección I: 8 establecimientos";"Sección F: 5 establecimientos";"Sección C: 4 establecimientos";"Sección Q: 2 establecimientos";0;1;1346;120;224;85;54;67;2;377;513;6;884;94;21;4;2139312,78;1763612,02;1182,59;1240,23;923;309;217;624;346;2855976,73;12615,3;141385,5;48663,84;8840;55;6;0
"Huelva";"21004";"Almonaster la Real ";321,3;575;17;106989,87;"37.873019,-6.78818";1863;976;887;1821;42;13,1;23,4;0,27;37;"Rumanía";32,43;62;144;9;26;2;0;1;0;1;772;0;0;21;4;0;1;1;1;0;0;0;49;"Nabo y otras ";2;"Avena ";36;633;"Naranjo ";221;"Azufaifo, guayabo, Kaki, frambueso, grosellero, moral y otros ";149;66;29;14;2;111;850;2;13;12;19;13;1;1;39;20;"Sección G: 32 establecimientos";"Sección I: 22 establecimientos";"Sección F: 12 establecimientos";"Sección C: 11 establecimientos";"Sección L: 7 establecimientos";0;1;5926;2272;391;115;118;113;6;332;1346;62;1616;34;11;21;38573813,74;32908670,42;1679,75;23142,52;2409;1692;331;2006;585;5758194,69;178582,61;365717,29;206104,03;11125,81;153;11;1
"Huelva";"21005";"Almonte ";859,2;75;5;161993,96;"37.261357,-6.51749";23046;11560;11486;22560;486;21,82;12,23;20,09;3950;"Rumanía";64;703;862;256;171;77;1;3;1;2;7556;22;0;27;220;2;14;7;3;1;1;1;3391;"Fresa y fresón ";1650;"Girasol ";435;5746;"Naranjo ";865;"Olivar aceituna de aceite ";1996;798;510;60;27;1395;8880;10;81;65;228;177;8;16;2331;586;"Sección G: 474 establecimientos";"Sección I: 192 establecimientos";"Sección F: 159 establecimientos";"Sección M: 100 establecimientos";"Sección L: 79 establecimientos";0;12;75224;24427;4670;1898;925;1120;407;19265;14875;313;33802;13535;466;82;2653990,59;2341829,31;639,21;1646,86;30923;2710;2235;10848;9175;80198384,58;3821972;4029588,19;3531618,25;9981,64;2176;144;9
"Huelva";"21006";"Alosno ";191,1;180;2;82255,86;"37.548134,-7.11628";4103;1996;2107;4045;58;17,13;23,57;-7,15;98;"Marruecos";40,82;113;108;30;74;5;0;2;0;2;1684;0;0;25;14;0;4;2;2;1;1;0;43;"Cebolla ";1;"Cereales de invierno para forrajes";30;508;"Naranjo ";144;"Olivar aceituna de aceite ";247;100;51;10;7;168;1734;1;18;1;21;15;0;0;0;0;"Sección G: 63 establecimientos";"Sección I: 23 establecimientos";"Sección C: 16 establecimientos";"Sección F: 11 establecimientos";"Sección S: 9 establecimientos";0;2;10443;4788;1315;534;269;339;16;957;637;12;1582;20;74;27;8852159,12;7803718,45;1120,53;5487,85;3391;428;184;3002;1234;12390079,01;326435,97;481167,11;193198,89;10851,61;214;11;1
"Huelva";"21007";"Aracena ";184,5;674;7;107181,59;"37.891357,-6.56146";7859;3899;3960;7642;217;21,44;16,83;12,61;243;"Rumanía";28,4;246;237;93;80;35;1;1;1;0;2901;46;0;46;81;1;4;1;1;1;1;1;96;"Patata tardía";2;"Avena ";76;699;"Peral";2;"Olivar aceituna de aceite ";531;400;244;53;14;711;3461;3;124;34;85;63;7;2;618;32;"Sección G: 215 establecimientos";"Sección M: 93 establecimientos";"Sección I: 91 establecimientos";"Sección F: 65 establecimientos";"Sección C: 50 establecimientos";457200;7;26039;13541;3719;1663;574;503;45;1573;1791;73;3291;125;65;35;2934208,94;2828719,81;907,58;1989,25;7207;1519;962;3910;3126;35309103,48;2197165,29;1844321,68;2230508,61;13301,7;1033;155;0
"Huelva";"21008";"Aroche ";498,4;412;7;121209,93;"37.944102,-6.95338";3205;1605;1600;3089;116;18,32;20,72;-4,61;46;"Portugal";21,74;59;56;17;38;6;0;0;0;1;1215;0;0;19;5;0;3;2;1;0;0;0;139;"Maíz forrajero ";3;"Cereales de invierno para forrajes";95;1072;"Azufaifo, guayabo, Kaki, frambueso, grosellero, moral y otros ";15;"Olivar aceituna de aceite ";985;84;50;9;0;143;1087;1;25;1;24;19;1;0;56;0;"Sección G: 48 establecimientos";"Sección I: 26 establecimientos";"Sección C: 16 establecimientos";"Sección P: 9 establecimientos";"Sección F: 8 establecimientos";8500;2;5245;3233;312;88;127;150;4;858;896;8;1746;15;203;112;981496,73;861011;959,43;605,49;2053;856;108;1667;1213;8011018,31;-347253,2;618259,96;174919,91;6971,92;220;8;0
"Huelva";"21009";"Arroyomolinos de León ";87;595;1;45327,14;"38.024422,-6.42193";998;519;479;993;5;13,93;25,75;-9,68;2;"se";"se";17;15;3;22;1;0;1;0;1;404;0;0;19;6;0;1;1;1;0;0;0;8;"Patata media estación";2;"-";0;807;"Melocotonero";1;"Olivar aceituna de aceite ";785;37;17;4;0;58;452;1;7;1;4;3;0;0;0;0;"Sección G: 17 establecimientos";"Sección I: 10 establecimientos";"Sección F: 7 establecimientos";"Sección Q: 4 establecimientos";"Sección C: 3 establecimientos";0;2;0;0;360;128;105;58;0;138;195;3;330;2;5;25;29631521;24342069,49;1452,1;17118,19;979;895;80;851;377;2570102,76;33437,55;303893,18;116219,31;8020,3;68;6;0
"Huelva";"21010";"Ayamonte ";141,3;3;7;89480,2;"37.215854,-7.40265";19690;9823;9867;18645;1045;19,48;15,82;11,73;2404;"Portugal";36,65;536;554;184;161;78;0;1;1;2;7948;3;1;57;354;0;12;5;2;1;1;1;48;"Fresa y fresón ";18;"Ajo ";1;1044;"Naranjo ";475;"Naranjo ";65;713;504;70;24;1311;8329;21;45;22;266;171;10;4;3364;130;"Sección G: 450 establecimientos";"Sección I: 183 establecimientos";"Sección F: 122 establecimientos";"Sección M: 105 establecimientos";"Sección L: 79 establecimientos";0;12;67670;32781;6285;2565;1175;1212;214;3885;3948;391;7435;1602;89;8;3684190,62;2531215,87;849,67;1780,04;25792;684;1571;4379;7278;83260350,28;4199835,65;2214154,03;3410543,02;12789,9;1806;160;2
"Huelva";"21011";"Beas ";144,7;119;6;73876,27;"37.427106,-6.79360";4190;2122;2068;4056;134;17,95;19,71;1,23;158;"Rumanía";41,14;139;38;42;53;10;0;1;0;1;1583;0;0;15;9;0;3;1;1;0;0;0;1646;"Girasol ";12;"Girasol ";829;2516;"Olivar aceituna de aceite ";144;"Olivar aceituna de aceite ";2276;129;54;12;10;205;2068;2;59;4;53;42;0;0;0;0;"Sección G: 68 establecimientos";"Sección F: 22 establecimientos";"Sección I: 20 establecimientos";"Sección C: 15 establecimientos";"Sección S: 14 establecimientos";11700;5;10043;5957;1649;734;174;225;20;520;692;17;1195;95;103;22;459326,94;408232,25;1531,09;287,08;3383;3218;453;2342;1641;18014578,64;522276,52;1049517,21;792521,36;12418,58;275;25;1
"Huelva";"21012";"Berrocal ";126,2;298;1;63139,51;"37.607805,-6.54181";329;158;171;326;3;6,99;37,08;-11,32;5;"se";"se";8;4;2;5;;0;0;0;1;145;0;0;0;1;0;1;1;0;0;0;0;11;"Pimiento ";1;"Cereales de invierno para forrajes";7;11;"-";0;"Olivar aceituna de aceite ";11;3;12;2;0;17;164;0;0;0;2;2;0;0;0;0;"Sección G: 4 establecimientos";"Sección F: 3 establecimientos";"Sección I: 3 establecimientos";"Sección L: 2 establecimientos";"Sección P: 2 establecimientos";0;1;675;425;144;39;14;21;3;17;66;2;81;6;0;1;10817678,39;9324661,69;751,54;6557,43;426;435;45;368;133;1175765,02;16422,99;"se";"se";9786,08;22;1;0
"Huelva";"21013";"Bollullos Par del Condado ";49,3;108;1;31659,9;"37.341082,-6.53987";14393;7187;7206;14320;73;22,43;17,8;9,51;1228;"Rumanía";45,03;288;323;126;140;48;0;1;1;0;4935;1;0;105;49;0;7;3;2;1;2;1;610;"Fresa y fresón ";18;"Trigo ";225;1602;"Azufaifo, guayabo, Kaki, frambueso, grosellero, moral y otros ";36;"Viñedo de uva para vino";970;433;290;42;12;777;6093;1;145;11;145;123;0;1;0;48;"Sección G: 276 establecimientos";"Sección F: 87 establecimientos";"Sección C: 81 establecimientos";"Sección I: 62 establecimientos";"Sección M: 62 establecimientos";25202;8;30313;16413;3156;1446;436;645;87;3674;4648;137;8185;2061;654;240;5521330,88;4252813,94;878,91;2990,73;9195;3264;583;5598;5687;55272766,48;2254699,23;2625485,12;2671478,42;11047,02;1196;130;10
"Huelva";"21014";"Bonares ";65,2;70;4;47619,94;"37.323490,-6.68097";6244;3097;3147;5730;514;21,75;15,12;18,55;1094;"Rumanía";37,48;155;177;55;46;14;0;1;1;0;2040;1;0;25;6;0;2;1;1;1;1;0;598;"Fresa y fresón ";253;"Girasol ";120;769;"Azufaifo, guayabo, Kaki, frambueso, grosellero, moral y otros ";320;"Olivar aceituna de aceite ";265;192;74;15;6;287;2388;1;82;1;44;32;0;0;0;0;"Sección G: 92 establecimientos";"Sección F: 34 establecimientos";"Sección M: 32 establecimientos";"Sección H: 30 establecimientos";"Sección C: 26 establecimientos";0;4;4330;424;1942;890;143;226;36;2863;2606;23;5446;2233;103;13;786801,25;680218,8;1007,43;478,35;3687;2186;774;2313;2293;20547103,35;1016998,25;4041826,85;1760394,89;11934,72;407;49;0
"Huelva";"21015";"Cabezas Rubias ";108,7;220;1;53427,13;"37.726077,-7.08747";760;395;365;740;20;11,84;24,74;-15,46;3;"se";"se";26;9;3;6;1;0;1;0;1;347;0;0;4;0;0;2;1;1;0;0;0;152;"Maíz ";4;"Avena ";86;0;"-";0;"-";0;19;7;3;0;29;442;0;9;5;3;3;0;0;0;0;"Sección G: 11 establecimientos";"Sección I: 7 establecimientos";"Sección P: 4 establecimientos";"Sección H: 3 establecimientos";"Sección F: 1 establecimientos";0;1;1563;786;189;70;40;42;1;165;328;1;492;8;28;15;1122908,85;1068870,97;888,38;751,67;522;319;25;475;185;1629724,51;104096,05;"se";"se";10166,02;30;2;0
"Huelva";"21016";"Cala ";83,9;584;2;45004,73;"37.971079,-6.31694";1244;626;618;1229;15;16,72;20,42;-5,4;23;"Rumanía";56,52;29;25;5;21;2;0;1;0;1;480;0;0;8;7;0;1;1;1;0;0;0;11;"Maíz forrajero ";2;"Trébol ";2;511;"-";0;"Olivar aceituna de aceite ";509;41;22;6;1;70;686;2;17;2;8;8;1;1;21;56;"Sección G: 22 establecimientos";"Sección I: 11 establecimientos";"Sección C: 9 establecimientos";"Sección F: 9 establecimientos";"Sección N: 5 establecimientos";0;2;57;0;578;229;137;90;4;154;279;6;416;11;3;4;3323313,9;3136041,22;797,91;2205,37;997;471;75;810;420;4434858,82;230195,51;192455,74;78993,75;11753,58;107;9;0
"Huelva";"21017";"Calañas ";282,5;297;4;99533,91;"37.653298,-6.87871";4167;2100;2067;4134;33;15,48;21,31;-8,09;53;"Rumanía";33,96;116;150;29;69;25;0;2;1;1;1667;0;0;23;22;0;4;2;2;1;1;0;68;"Trébol ";7;"Triticale ";42;55;"-";0;"Olivar aceituna de aceite ";50;117;57;12;2;188;1848;0;25;8;43;38;0;3;0;67;"Sección G: 78 establecimientos";"Sección I: 28 establecimientos";"Sección M: 13 establecimientos";"Sección S: 12 establecimientos";"Sección F: 11 establecimientos";0;4;131168;4971;1054;353;327;339;7;318;376;22;672;12;21;26;2172849;1475599,32;1001,77;1037,69;4120;630;261;3419;1367;16433197,49;216059,61;768622,54;258293,99;12930,63;223;13;0
"Huelva";"21018";"Campillo (El) ";90,7;431;2;83623,72;"37.693706,-6.62903";2144;1040;1104;2123;21;16,65;21,5;-6,5;54;"Bulgaria";37,04;68;50;13;17;4;0;0;0;1;847;0;0;7;10;0;1;1;1;0;0;0;6;"Patata tardía";2;"-";0;339;"Naranjo ";335;"Olivar aceituna de aceite ";2;54;27;7;4;92;1039;0;11;0;31;25;0;0;0;0;"Sección G: 37 establecimientos";"Sección I: 12 establecimientos";"Sección C: 8 establecimientos";"Sección M: 6 establecimientos";"Sección P: 6 establecimientos";0;3;16611;2474;838;359;177;175;6;667;735;3;1399;139;2;1;963783,48;1046321,34;1361,28;735,81;1670;319;160;1278;875;10374452,67;332137,91;363401,24;180943,67;12858,21;120;14;0
"Huelva";"21019";"Campofrío ";47;517;1;29238,65;"37.766659,-6.57325";673;333;340;654;19;15,75;23,33;-19,11;7;"Bulgaria";28,57;13;0;6;13;2;0;1;0;1;310;0;0;9;4;0;0;0;0;0;0;0;10;"Pimiento ";2;"Ajo ";1;4;"-";0;"Olivar aceituna de aceite ";4;19;6;2;0;27;393;1;14;4;10;5;0;0;0;0;"Sección G: 9 establecimientos";"Sección C: 3 establecimientos";"Sección I: 3 establecimientos";"Sección M: 3 establecimientos";"Sección H: 2 establecimientos";0;0;1308;797;289;120;80;60;3;57;71;3;125;0;2;2;515799,41;396873,43;1210,8;279,1;731;329;43;690;306;3295765,93;138174,37;263989,57;4277,8;12098,72;54;6;0
"Huelva";"21020";"Cañaveral de León ";34,8;541;1;34259,95;"38.013718,-6.52624";416;202;214;405;11;14,66;27,64;-4,15;7;"Países Bajos";28,57;21;12;1;7;;0;1;0;1;180;0;0;3;6;0;1;1;1;0;0;0;30;"Judía verde ";1;"Trigo ";11;412;"-";0;"Olivar aceituna de aceite ";412;8;3;3;0;14;198;0;0;0;6;5;0;0;0;0;"Sección F: 4 establecimientos";"Sección G: 4 establecimientos";"Sección I: 2 establecimientos";"Sección C: 1 establecimientos";"Sección K: 1 establecimientos";0;1;822;515;185;71;26;38;2;61;93;0;154;13;16;10;22710501,23;16291573,36;1175,31;11456,8;429;337;33;360;148;969734,52;54068,54;"se";"se";7653,74;15;0;0
"Huelva";"21021";"Cartaya ";225,3;20;3;84305,11;"37.284054,-7.15090";19168;9877;9291;18150;1018;22,81;10,87;29,8;3893;"Marruecos";34,34;596;653;238;111;49;0;2;1;1;7127;1;0;19;219;0;11;5;2;1;1;1;467;"Fresa y fresón ";305;"Girasol ";8;2984;"Naranjo ";1293;"Almendro";19;545;392;67;20;1024;7637;11;162;11;243;180;8;3;2215;84;"Sección G: 322 establecimientos";"Sección I: 144 establecimientos";"Sección F: 100 establecimientos";"Sección M: 83 establecimientos";"Sección L: 65 establecimientos";0;7;85674;26886;4115;1759;846;943;248;7971;13373;362;20980;9443;205;47;362267,44;298446,67;1733,34;209,88;18486;2070;1133;5283;6717;76725068,28;2529977,28;4647680,07;3241652,79;12973,71;1386;128;6
"Huelva";"21022";"Castaño del Robledo ";12,9;744;1;21481,4;"37.895291,-6.70468";211;122;89;188;23;15,17;18,96;4,98;17;"Reino Unido";58,82;17;18;1;3;;0;1;0;0;98;0;0;0;4;0;0;0;0;0;0;0;6;"Judía verde ";1;"-";0;442;"Manzano";3;"Azufaifo, guayabo, Kaki, frambueso, grosellero, moral y otros ";344;17;3;1;0;21;98;0;1;0;1;1;0;1;0;16;"Sección G: 8 establecimientos";"Sección I: 7 establecimientos";"Sección C: 3 establecimientos";"Sección R: 2 establecimientos";"Sección Q: 1 establecimientos";0;0;588;321;43;0;10;18;0;103;86;0;189;3;1;1;2081651,87;2449124,96;867,35;1722,31;307;295;34;273;53;"se";"se";"se";"se";9525,98;29;1;1
"Huelva";"21023";"Cerro de Andévalo (El) ";286,1;300;4;95383,5;"37.734005,-6.93795";2460;1224;1236;2446;14;14,02;25,45;-7,8;8;"Países Bajos";37,5;45;123;15;32;4;0;1;0;1;926;0;4;24;8;0;2;1;1;0;0;0;261;"Maíz forrajero ";22;"Trigo ";82;612;"Mandarino ";145;"Naranjo ";186;80;33;6;1;120;952;3;6;3;19;16;0;0;0;0;"Sección G: 50 establecimientos";"Sección I: 18 establecimientos";"Sección M: 11 establecimientos";"Sección F: 9 establecimientos";"Sección C: 4 establecimientos";0;2;4885;2538;362;82;141;129;1;376;457;21;812;9;37;52;709590,66;702599,36;1290,16;494,09;1989;1222;138;1872;834;7508565,25;140466,07;471117,31;113776,1;9872,81;160;10;1
"Huelva";"21030";"Chucena ";26,1;145;1;26009,23;"37.362819,-6.39322";2020;1033;987;2020;0;19,7;19,85;1,2;17;"Rumanía";23,53;58;37;21;26;7;0;1;0;1;696;0;0;5;7;0;2;1;1;0;0;0;779;"Triticale ";26;"Girasol ";230;1207;"Olivar aceituna de aceite ";300;"Olivar aceituna de aceite ";450;66;33;5;4;108;825;0;5;0;12;9;0;1;0;32;"Sección G: 42 establecimientos";"Sección F: 13 establecimientos";"Sección I: 11 establecimientos";"Sección M: 8 establecimientos";"Sección C: 7 establecimientos";582919;1;0;0;682;308;62;79;1;478;637;8;1106;50;120;64;1423215,95;1138024,25;1051,9;800,3;1446;848;304;1064;828;7221707,63;298775,02;720715,21;139772,15;10121,94;137;12;0
"Huelva";"21024";"Corteconcepción ";49,1;578;2;38595,39;"37.897257,-6.50899";556;271;285;554;2;16,19;25;-12,16;7;"Rumanía";42,86;24;25;3;8;1;0;1;0;1;224;0;0;3;5;0;1;1;1;0;0;0;7;"Patata media estación";2;"Cereales de invierno para forrajes";1;178;"-";0;"Olivar aceituna de aceite ";175;20;8;5;0;33;290;0;5;0;7;6;0;0;0;0;"Sección I: 7 establecimientos";"Sección G: 6 establecimientos";"Sección C: 5 establecimientos";"Sección F: 4 establecimientos";"Sección M: 2 establecimientos";0;1;1630;686;257;93;38;54;0;134;124;1;255;2;2;2;4845886,48;4380236,46;989,36;3080,34;624;250;92;504;184;1867102,98;78271,06;"se";"se";11147,99;50;4;0
